emotion_label,text
joy,around the world in [NUM] days + dove = sunday afternoon.
neutral,"i think you can find out if there is a possibility of romance within the first second of meeting someone , so-called love at first sight ."
sadness,wow i dont think my life could suck more butthole than it already does #smh
fear,"these problems can vary in intensity from parents concerned about how to wean , to parents ' neglecting and underfeeding their children ."
joy,let the long hours of studying begin
joy,i have three hot dates tonight! dropping my clothes into the laundry room while i hit the gym...then off to the library!
joy,"and when my world seems so upside down. you keep on coming, coming around. you keep on coming even when i let you down."
fear,confronted outside a party by some very nasty character - gesturing to a car full of mean-acting friends - felt in danger.
joy,listening to old preppies discussing a bridge club
neutral,you do ?
fear,&quot;the cloud&quot; just asked me lotza personal questions re: myself. been avoiding upgrades awhile due 2this #cylontakeover #fb
fear,ray shepherd 's voice was quiet and he ignored his son 's mounting horror .
joy,the christmas music playing throughout the mall is putting me in a very good mood
fear,when i woke up at night to find a fire spreading towards the bed -rooms. i was very frightened as i realized that i faced death.
fear,don't get agitated .
joy,i stopped working (had a boring job).
joy,a7la shay lama 5ala9t my debate 7ag history:')
fear,i was given a wristwatch by my first girl and after two days another girl of mine also gave me a wristwatch.
joy,timmy's green tea and [NUM] papers to mark....
surprise,saw last night hell. lol hit that quick u-turn..... back into the room.......
fear,end of life symptoms/not eating sleeping alot/is ma's life ending?
surprise,im gonna hold off any celebration of fielder signing with seattle until it's official. remember all the hype with cliff lee?
sadness,when my grandmother died - at her funeral.
surprise,i have a package at the post office. can't think what could be in it. i don't remember internet shopping while drinking.
anger,why are you being so nice to me ? don't think for a second that i trust you .
joy,seriously cannot stress how great @starbucks music is right now.
fear,when one meets new people with whom one is forced to collaborate with.
fear,never let your fear decide your fate
joy,end of the month = accounting day #not
surprise,what a great night in the rds! great score and &quot;fierce giddies&quot; in the leinster store when zac announced his engagment!
joy,happiness is the absence of the striving for happiness. ~ chuang tzu
fear,i had fear when i was left alone at the bus depot at night. i had problems of how to move to this place.
sadness,"yes , i really weak in maps , i did poorly in high school ."
joy,back to school for two and a half weeks of
sadness,peers expressed their sorrow at the news of the separation of the prince and princess of wales after the lord chancellor lord mackay of clashfern relayed the prime minister 's announcement to them .
anger,"first i was late for school this morning , and now i broke your vase . this isn't my day !"
sadness,"i hate it when you play online, you start winning for once and then the person quits"
neutral,let me ask the old woman in that reception office .
joy,what would you call the equivalent of road rage for christmas tree shopping? answers on a tweet #goodwilltoallmen
fear,they were a little anxious about the flight over the timor sea as their compass had been [NUM] awry on the outward journey though it was correct at melbourne .
joy,"` poor things , no life of their own , "" they say , simultaneously thrilled and appalled as they pore over the latest ` revelations "" in the mail or express ."
joy,"you give meaning &amp; form, light &amp; life [NUM] creation. @shipsofsong & #believe #hope"
joy,"christmas [NUM], memories with my dad. last [NUM] w/ him. in the thought that he's celebrating this year w/ the #king #canonlyimagine"
joy,how about going to hear a country-and-western singer tonight ?
joy,"yes , the forrest's experience can encourage the people in trouble ."
joy,of teen sex them people are brave to put their business out there # just saying
joy,the electron is first of all your concept of the electron. by t. nhat hanh
surprise,"morning after the night before. no hangover, no fear although waddya know the missus has the hump. #changetherecord"
joy,"even those . it'll be very romantic , i think . you'll have loads of fun ."
neutral,how come ?
anger,it's all for attention! stop buying into sinitta's act!
joy,"counting up all the money from mallin to misen, looking pretty good :d apparently they're doing a big presentation"
sadness,my inner clock woke me up @ [NUM] i dont have class till [NUM]
neutral,sure .
joy,what if our very best days are our everyday ordinary days? i think so.
joy,head down on @bilingualhire so far this weekend. readying for last year of deployment.
surprise,"yes lady, i did understand you talking spanish about me wearing shorts. yes i did respond in gramatically correct spanish."
joy,"'get up, dress up, show up. it is not a sin to be happy, it is not a virtue to be miserable' by @paulocoelho"
joy,thank you . but i don't think i'll bother .
joy,"&quot;yes, that was my nephew &amp; his friend.&quot; my response when asked about the [NUM] [NUM]-yr-olds that rang the doorbell &amp; hid n the bushes @ work."
disgust,i don't get how ppl drink coffee straight
joy,real estate - days ...last day of regular music before my vast christmas archive kicks into action for a month.
fear,"a man was yelling outside my window at [NUM].[NUM] am, yelling threats, though not to me."
joy,back to being a money maker today..and all weekend
sadness,can't have my apple jacks; there's no ice for my milk :(
joy,first public speaking.
fear,hank was thoroughly disquieted .
sadness,at least i hope so. my visa is still under assessment
fear,when for the first time i rode on a motorcycle with my brother. he was going so fast that i felt that i would fall off without my brother realizing it.
sadness,i felt sadness when i had to get separated from the woman i loved who had to leave for her motherland.
surprise,bob sat up on the bed and gazed at her in astonishment .
anger,you're such a wimp ! you're afraid of an eyelash curler .
surprise,@thebestcarrillo it's everyone's greatest fear. even if they don't know it yet. then all of a sudden #yourlifesucks #meow
joy,"when anna left inspector aziz , she was much happier ."
anger,the toys r us advert makes me want to scream.
surprise,ma folle @lajennyjen mi la martinik pren douvan miss guadeloupe! mouahaha! sois en fière! krkrkrkr! sous le choc!
disgust,it's [NUM]:[NUM] pm and i haven't left my house..
sadness,but i doubt myself .
joy,"shattered after work, now got to start psychology revision"
joy,"is the of the good, the wonder of the #wise, the amazement of god. -plato"
joy,all right .
anger,"i don't use to lie to my parets about what i do, and the two times that i felt anger were when they doubted me i said that i was going to the club, and they didn't believe me because the day before they had met me at fliperama. i had the wish to kill them."
